,id,name,picture_url
0,1009552,S.H.I.E.L.D.,http://i.annihil.us/u/prod/marvel/i/mg/6/20/51097abb8e306.jpg
1,1009553,Sabra,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg
2,1009554,Sabretooth,http://i.annihil.us/u/prod/marvel/i/mg/1/00/4ce1895117793.jpg
3,1010969,Sabretooth (Age of Apocalypse),http://i.annihil.us/u/prod/marvel/i/mg/d/90/5269580126d71.jpg
4,1010970,Sabretooth (House of M),http://i.annihil.us/u/prod/marvel/i/mg/5/80/4c0033dd26d33.jpg
5,1010968,Sabretooth (Ultimate),http://i.annihil.us/u/prod/marvel/i/mg/8/c0/4c0033dfc318e.jpg
6,1009555,Sage,http://i.annihil.us/u/prod/marvel/i/mg/5/90/4c003c44095cb.png
7,1011325,Salem's Seven (Ultimate),http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg
8,1011126,Sally Floyd,http://i.annihil.us/u/prod/marvel/i/mg/c/d0/4ce5a4ef4b966.jpg
9,1011156,Salo,http://i.annihil.us/u/prod/marvel/i/mg/9/80/4c002f4ee689c.jpg
10,1009558,Sandman,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg
11,1010711,Santa Claus,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg
12,1009559,Saracen (Muzzafar Lambert),http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg
13,1009560,Sasquatch (Walter Langkowski),http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg
14,1011035,Satana,http://i.annihil.us/u/prod/marvel/i/mg/9/a0/4ce5a46882aa9.jpg
15,1009561,Sauron,http://i.annihil.us/u/prod/marvel/i/mg/3/00/4c003c3d85554.jpg
16,1011048,Scalphunter,http://i.annihil.us/u/prod/marvel/i/mg/9/10/4ce5a473b81b3.jpg
17,1010861,Scarecrow (Ebenezer Laughton),http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg
18,1011197,Scarlet Spider (Ben Reilly),http://i.annihil.us/u/prod/marvel/i/mg/9/20/4ce5a531089da.jpg
19,1011426,Scarlet Spider (Kaine),http://i.annihil.us/u/prod/marvel/i/mg/6/b0/4ed7bd3756650.jpg
20,1009562,Scarlet Witch,http://i.annihil.us/u/prod/marvel/i/mg/6/70/5261a7d7c394b.jpg
21,1010972,Scarlet Witch (Age of Apocalypse),http://i.annihil.us/u/prod/marvel/i/mg/c/10/536408dbb7cca.jpg
22,1017308,Scarlet Witch (Marvel Heroes),http://i.annihil.us/u/prod/marvel/i/mg/9/60/5239be3a2a6e9.jpg
23,1010971,Scarlet Witch (Ultimate),http://i.annihil.us/u/prod/marvel/i/mg/6/03/53177154d219d.jpg
24,1010790,Scorpion (Carmilla Black),http://i.annihil.us/u/prod/marvel/i/mg/6/40/4c0037366fae7.jpg
25,1009563,Scorpion (Mac Gargan),http://i.annihil.us/u/prod/marvel/i/mg/5/e0/4ce5a1446341d.jpg
26,1011079,Scorpion (Ultimate),http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg
27,1009565,Scourge,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg
28,1011230,Scrambler,http://i.annihil.us/u/prod/marvel/i/mg/2/a0/4c002f076451c.jpg
29,1009566,Scream (Donna Diego),http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg
30,1011242,Screwball,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg
31,1009581,Sebastian Shaw,http://i.annihil.us/u/prod/marvel/i/mg/8/c0/4c003c1e9a90e.jpg
32,1011368,Secret Warriors,http://i.annihil.us/u/prod/marvel/i/mg/5/e0/5260362fd0fb3.jpg
33,1009568,Selene,http://i.annihil.us/u/prod/marvel/i/mg/8/d0/4c003c337aff5.jpg
34,1009569,Senator Kelly,http://i.annihil.us/u/prod/marvel/i/mg/b/f0/4ce5a14f2ea36.jpg
35,1009570,Sentinel,http://i.annihil.us/u/prod/marvel/i/mg/6/60/4ce5a159e5082.jpg
