,id,name,picture_url
0,1013483,Nakia (Nakia),http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg
1,1009466,Namor,http://i.annihil.us/u/prod/marvel/i/mg/e/90/50febf4ae101d.jpg
2,1009468,Namora,http://i.annihil.us/u/prod/marvel/i/mg/2/a0/4c003d248f331.jpg
3,1009469,Namorita,http://i.annihil.us/u/prod/marvel/i/mg/4/03/528d33a253447.jpg
4,1014978,Naoko,http://i.annihil.us/u/prod/marvel/i/mg/e/40/4cd054abbdc21.jpg
5,1009547,Natasha Romanoff,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg
6,1010365,Nebula,http://i.annihil.us/u/prod/marvel/i/mg/e/30/528d339973337.jpg
7,1011302,Nehzno,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg
8,1011422,Nekra,http://i.annihil.us/u/prod/marvel/i/mg/4/c0/4c002e11323ba.jpg
9,1011086,Nemesis,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg
10,1010831,Network,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg
11,1010815,New Goblin,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg
12,1011336,New Mutants,http://i.annihil.us/u/prod/marvel/i/mg/8/e0/53ea47c1d41a6.jpg
13,1010683,New Warriors,http://i.annihil.us/u/prod/marvel/i/mg/0/03/527411a7204f7.jpg
14,1011271,New X-Men,http://i.annihil.us/u/prod/marvel/i/mg/6/90/535ff4561d2d5.jpg
15,1011269,Newton Destine,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg
16,1011303,Next Avengers,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg
17,1010685,Nextwave,http://i.annihil.us/u/prod/marvel/i/mg/5/d0/4c0038e2924ca.jpg
18,1009471,Nick Fury,http://i.annihil.us/u/prod/marvel/i/mg/3/c0/5261a745e658d.jpg
19,1017298,Nick Fury (LEGO Marvel Super Heroes),http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg
20,1011007,Nick Fury (Ultimate),http://i.annihil.us/u/prod/marvel/i/mg/5/70/4c0032832d0de.jpg
21,1010746,Nico Minoru,http://i.annihil.us/u/prod/marvel/i/mg/2/b0/4c00377e2a541.jpg
22,1010706,Nicolaos,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg
23,1011282,Night Nurse (Earth-9997),http://i.annihil.us/u/prod/marvel/i/mg/2/b0/4ce5a5ecbf8b9.jpg
24,1014057,Night Nurse (Linda Carter),http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg
25,1010684,Night Thrasher,http://i.annihil.us/u/prod/marvel/i/mg/9/e0/52695ac9de43e.jpg
26,1014063,Night Thrasher (Dwayne Taylor),http://i.annihil.us/u/prod/marvel/i/mg/f/80/4ce5ab3d8bf66.jpg
27,1009472,Nightcrawler,http://i.annihil.us/u/prod/marvel/i/mg/1/40/526034979bc98.jpg
28,1011337,Nightcrawler (Ultimate),http://i.annihil.us/u/prod/marvel/i/mg/3/a0/4c002e438799c.jpg
29,1010349,Nighthawk,http://i.annihil.us/u/prod/marvel/i/mg/5/80/4c00391ba3a93.jpg
30,1009473,Nightmare,http://i.annihil.us/u/prod/marvel/i/mg/2/40/4c003d1b26622.jpg
31,1011124,Nightshade,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg
32,1011409,Nine-Fold Daughters of Xao,http://i.annihil.us/u/prod/marvel/i/mg/5/70/4c002e21e16a8.jpg
33,1010797,Nitro,http://i.annihil.us/u/prod/marvel/i/mg/2/f0/4c00372e0847c.jpg
34,1009474,Nocturne,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg
35,1009475,Nomad,http://i.annihil.us/u/prod/marvel/i/mg/3/50/4c003d1875f38.jpg
36,1011427,Nomad (Rikki Barnes),http://i.annihil.us/u/prod/marvel/i/mg/9/50/4ce5a79501bd6.jpg
37,1010955,Nomad (Steve Rogers),http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg
38,1009325,Norman Osborn,http://i.annihil.us/u/prod/marvel/i/mg/3/f0/51e829cd06982.jpg
39,1010063,Norrin Radd,http://i.annihil.us/u/prod/marvel/i/mg/d/50/4c00393385563.jpg
40,1009476,Northstar,http://i.annihil.us/u/prod/marvel/i/mg/2/c0/4c003d15985a0.jpg
41,1009477,Nova,http://i.annihil.us/u/prod/marvel/i/mg/1/00/51756578d2a75.jpg
42,1010956,Nova (Frankie Raye),http://i.annihil.us/u/prod/marvel/i/mg/9/f0/53176fd93dbc9.jpg
43,1017078,Nova (Sam Alexander),http://i.annihil.us/u/prod/marvel/i/mg/e/20/5269615681f91.jpg
44,1016837,Nova (USM),http://i.annihil.us/u/prod/marvel/i/mg/7/03/523217e5c9327.jpg
45,1010707,Nuke,http://i.annihil.us/u/prod/marvel/i/mg/c/10/4ce5a28ac1c48.jpg
