,id,name,picture_url
0,1011068,M (Monet St. Croix),http://i.annihil.us/u/prod/marvel/i/mg/b/80/4c0030eabc66f.jpg
1,1011004,M.O.D.A.M.,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg
2,1011320,M.O.D.O.G.,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg
3,1010726,M.O.D.O.K.,http://i.annihil.us/u/prod/marvel/i/mg/0/03/526034ba37851.jpg
4,1017321,M.O.D.O.K. (Iron Man 3 - The Official Game),http://i.annihil.us/u/prod/marvel/i/mg/c/00/5239c14fcddc0.jpg
5,1009418,Ma Gnuci,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg
6,1009314,Mac Gargan,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg
7,1010851,Mach IV,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg
8,1010805,Machine Man,http://i.annihil.us/u/prod/marvel/i/mg/f/d0/4c003727804b4.jpg
9,1009411,Mad Thinker,http://i.annihil.us/u/prod/marvel/i/mg/b/c0/52740faf0d0fb.jpg
10,1009412,Madame Hydra,http://i.annihil.us/u/prod/marvel/i/mg/c/20/4d5c39a54b1dd.jpg
11,1010352,Madame Masque,http://i.annihil.us/u/prod/marvel/i/mg/5/00/4ce5a251c1100.jpg
12,1010796,Madame Web (Julia Carpenter),http://i.annihil.us/u/prod/marvel/i/mg/2/30/4c00373114b4b.jpg
13,1010724,Maddog,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg
14,1009509,Madelyne Pryor,http://i.annihil.us/u/prod/marvel/i/mg/c/50/528d33ddaef70.jpg
15,1011205,Madripoor,http://i.annihil.us/u/prod/marvel/i/mg/5/f0/4c7c6221db444.jpg
16,1009413,Madrox,http://i.annihil.us/u/prod/marvel/i/mg/9/30/52740fc5a4c7c.jpg
17,1011053,Maelstrom,http://i.annihil.us/u/prod/marvel/i/mg/f/20/4c003114d6700.jpg
18,1011328,Maestro,http://i.annihil.us/u/prod/marvel/i/mg/4/30/4d278ee344785.jpg
19,1010867,Magdalene,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg
20,1009414,Maggott,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg
21,1010942,Magik (Amanda Sefton),http://i.annihil.us/u/prod/marvel/i/mg/f/b0/4c003414d6535.jpg
22,1009415,Magik (Illyana Rasputin),http://i.annihil.us/u/prod/marvel/i/mg/6/b0/52695ca8391cc.jpg
23,1011135,Maginty,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg
24,1009416,Magma (Amara Aquilla),http://i.annihil.us/u/prod/marvel/i/mg/9/20/4c003d55e4ce8.jpg
25,1009417,Magneto,http://i.annihil.us/u/prod/marvel/i/mg/3/b0/5261a7e53f827.jpg
